Seed, Score, T1, T2, T3, T4, T5, T6, T7, T8
7YID13MS, 11, 1, 0, 0, 0, 0, 1, 0, 0
PF1XV7MS, 18, 0, 0, 0, 0, 0, 1, 1, 0
6D6ALDMS, 10, 0, 0, 0, 0, 0, 1, 0, 0
5HACXGMS, 10, 0, 0, 0, 0, 0, 1, 0, 0
QNV2ZHMS, 10, 0, 0, 0, 0, 0, 1, 0, 0
PXWE2JMS, 10, 0, 0, 0, 0, 0, 1, 0, 0
HZ6K6LMS, 10, 0, 0, 0, 0, 0, 1, 0, 0
NI83DLMS, 10, 0, 0, 0, 0, 0, 1, 0, 0
34I2ZUMS, 10, 0, 0, 0, 0, 0, 1, 0, 0
KSWZ4VMS, 18, 0, 0, 0, 0, 0, 1, 1, 0
BW82LWMS, 10, 0, 0, 0, 0, 0, 1, 0, 0
A9Q1KZMS, 10, 0, 0, 0, 0, 0, 1, 0, 0
4888ZZMS, 10, 0, 0, 0, 0, 0, 1, 0, 0
S1P3P4NS, 14, 0, 0, 0, 0, 1, 0, 0, 1
LVQZT6NS, 10, 0, 0, 0, 0, 0, 1, 0, 0
EU1QABNS, 20, 0, 0, 2, 0, 0, 0, 0, 0
MS68ECNS, 10, 0, 0, 0, 0, 0, 1, 0, 0
WF1SGCNS, 10, 0, 0, 0, 0, 0, 1, 0, 0
ZLZRWFNS, 10, 0, 0, 0, 0, 0, 1, 0, 0
8JBNMGNS, 16, 1, 0, 0, 0, 0, 0, 1, 1
2QMM6KNS, 10, 0, 0, 0, 0, 0, 1, 0, 0
NZOC5MNS, 11, 1, 0, 0, 0, 0, 1, 0, 0
BQNRMMNS, 10, 0, 0, 0, 0, 0, 1, 0, 0
4LO41ONS, 20, 0, 0, 1, 0, 0, 1, 0, 0
NCB92ONS, 10, 0, 0, 0, 0, 0, 1, 0, 0
WNHZCONS, 10, 0, 0, 0, 0, 0, 1, 0, 0
7UVH4PNS, 10, 0, 0, 0, 0, 0, 1, 0, 0
ZJWN1SNS, 10, 0, 0, 0, 0, 0, 1, 0, 0
YD8QGSNS, 10, 0, 0, 0, 0, 0, 1, 0, 0
Q3VTBUNS, 20, 0, 0, 0, 0, 0, 2, 0, 0
B2DUVXNS, 10, 0, 0, 0, 0, 0, 1, 0, 0
1KJKCYNS, 11, 1, 0, 0, 0, 0, 1, 0, 0
JT5SU2OS, 17, 0, 0, 0, 0, 0, 1, 0, 1
4428I4OS, 11, 1, 0, 0, 0, 0, 1, 0, 0
XCPP85OS, 18, 0, 0, 0, 0, 0, 1, 1, 0
MQS716OS, 10, 0, 0, 0, 0, 0, 1, 0, 0
T3MU9AOS, 10, 0, 0, 1, 0, 0, 0, 0, 0
LG34RFOS, 18, 1, 0, 0, 0, 1, 1, 0, 0
8Z54YHOS, 10, 0, 0, 0, 0, 0, 1, 0, 0
UICB1KOS, 10, 0, 0, 0, 0, 0, 1, 0, 0
4MYU5NOS, 11, 1, 0, 0, 0, 0, 1, 0, 0
9B3N9NOS, 20, 0, 0, 0, 0, 0, 2, 0, 0
8KCRIOOS, 18, 0, 0, 0, 0, 0, 1, 1, 0
NJR5YOOS, 10, 0, 0, 0, 0, 0, 1, 0, 0
UL149UOS, 10, 0, 0, 0, 0, 0, 1, 0, 0
ABW9DXOS, 11, 1, 0, 0, 0, 0, 1, 0, 0
7TUKHYOS, 10, 0, 0, 0, 0, 0, 1, 0, 0
715BG1PS, 10, 0, 0, 0, 0, 0, 1, 0, 0
B754V1PS, 10, 0, 0, 0, 0, 0, 1, 0, 0
25I4V2PS, 20, 0, 0, 0, 0, 0, 2, 0, 0
FQI953PS, 10, 0, 0, 0, 0, 0, 1, 0, 0
LSFNA3PS, 10, 0, 0, 0, 0, 0, 1, 0, 0
1O7CW3PS, 10, 0, 0, 0, 0, 0, 1, 0, 0
Q9F846PS, 10, 0, 0, 0, 0, 0, 1, 0, 0
LPUH98PS, 10, 0, 0, 0, 0, 0, 1, 0, 0
YFI5EAPS, 10, 0, 0, 0, 0, 0, 1, 0, 0
XER5CFPS, 10, 0, 0, 0, 0, 0, 1, 0, 0
EI4RKJPS, 18, 0, 0, 0, 0, 0, 1, 1, 0
SNAVVJPS, 10, 0, 0, 0, 0, 0, 1, 0, 0
QONTOLPS, 16, 0, 0, 0, 0, 0, 0, 2, 0
OF7GAMPS, 15, 0, 0, 0, 0, 0, 0, 1, 1
5PHVKOPS, 11, 1, 0, 0, 0, 0, 1, 0, 0
2VNUVSPS, 11, 1, 0, 0, 0, 0, 1, 0, 0
5R178UPS, 18, 0, 0, 0, 0, 0, 1, 1, 0
SQ4GRVPS, 10, 0, 0, 0, 0, 0, 1, 0, 0
UZC8FWPS, 10, 0, 0, 0, 0, 0, 1, 0, 0
R9XO51QS, 20, 0, 0, 0, 0, 0, 2, 0, 0
ZQI4K4QS, 10, 0, 0, 0, 0, 0, 1, 0, 0
V7L516QS, 20, 1, 1, 0, 0, 0, 1, 1, 0
KS3KP6QS, 10, 0, 0, 0, 0, 0, 1, 0, 0
5VD39DQS, 10, 0, 0, 0, 0, 0, 1, 0, 0
K5NPXKQS, 10, 0, 0, 0, 0, 0, 1, 0, 0
UKMAELQS, 10, 0, 0, 0, 0, 0, 1, 0, 0
YBEEGLQS, 10, 0, 0, 0, 0, 0, 1, 0, 0
YNA4HQQS, 11, 1, 0, 0, 0, 0, 1, 0, 0
ICNRFSQS, 10, 0, 0, 0, 0, 0, 1, 0, 0
3HL4JSQS, 18, 0, 0, 0, 0, 0, 1, 1, 0
ZHXDOSQS, 10, 0, 0, 0, 0, 0, 1, 0, 0
W9WRHUQS, 10, 0, 0, 0, 0, 0, 1, 0, 0
JG4KIVQS, 10, 0, 0, 0, 0, 0, 1, 0, 0
EC5ZEXQS, 18, 0, 0, 0, 0, 0, 1, 1, 0
7FGHGYQS, 10, 0, 0, 0, 0, 0, 1, 0, 0
4GYT3ZQS, 10, 0, 0, 0, 0, 0, 1, 0, 0
8GSIKARS, 20, 0, 0, 0, 0, 0, 2, 0, 0
77UBOCRS, 19, 1, 0, 0, 0, 0, 1, 1, 0
SF3ZKCRS, 20, 0, 0, 0, 0, 0, 2, 0, 0
1KASKERS, 10, 0, 0, 0, 0, 0, 1, 0, 0
UL8CGMRS, 10, 0, 0, 0, 0, 0, 1, 0, 0
DRR5ZMRS, 11, 1, 0, 0, 0, 0, 1, 0, 0
YRTAFNRS, 17, 0, 0, 0, 0, 0, 1, 0, 1
AKBZQNRS, 10, 0, 0, 0, 0, 0, 1, 0, 0
ZO117ORS, 10, 0, 0, 0, 0, 0, 1, 0, 0
ECQJLORS, 10, 0, 0, 0, 0, 0, 1, 0, 0
YZHB6QRS, 10, 0, 0, 0, 0, 0, 1, 0, 0
6E76MRRS, 10, 0, 0, 1, 0, 0, 0, 0, 0
AMHQ5WRS, 10, 0, 0, 0, 0, 0, 1, 0, 0
98INJWRS, 10, 0, 0, 0, 0, 0, 1, 0, 0
FTR5UXRS, 15, 0, 0, 0, 0, 0, 0, 1, 1
C7FYZYRS, 10, 0, 0, 0, 0, 0, 1, 0, 0
RUNUH1SS, 10, 0, 0, 1, 0, 0, 0, 0, 0
LUG8L3SS, 10, 0, 0, 0, 0, 0, 1, 0, 0
QEXFH8SS, 10, 0, 0, 0, 0, 0, 1, 0, 0
FVCTKBSS, 26, 0, 0, 0, 1, 0, 1, 1, 0
YI9PKDSS, 10, 0, 0, 0, 0, 0, 1, 0, 0
PXL2XESS, 10, 0, 0, 0, 0, 0, 1, 0, 0
GFTSMHSS, 18, 0, 0, 0, 0, 0, 1, 1, 0
NLT9NISS, 10, 0, 0, 0, 0, 0, 1, 0, 0
I48T5KSS, 19, 1, 0, 0, 0, 0, 1, 1, 0
BMJYBKSS, 15, 0, 0, 0, 0, 0, 0, 1, 1
NMGFNLSS, 18, 0, 0, 0, 0, 0, 1, 1, 0
PGJWKLSS, 10, 0, 0, 0, 0, 0, 1, 0, 0
ISDSUNSS, 17, 0, 0, 0, 0, 0, 1, 0, 1
XF5KSQSS, 10, 0, 0, 0, 0, 0, 1, 0, 0
6XR8PSSS, 21, 1, 0, 0, 0, 0, 2, 0, 0
BUYGWTSS, 10, 0, 0, 0, 0, 0, 1, 0, 0
R8JHM1TS, 10, 0, 0, 0, 0, 0, 1, 0, 0
K6QCE5TS, 20, 0, 0, 0, 0, 0, 2, 0, 0
YESV69TS, 11, 1, 0, 0, 0, 0, 1, 0, 0
K5ZMUATS, 10, 0, 0, 1, 0, 0, 0, 0, 0
VTWVYBTS, 16, 0, 0, 0, 1, 0, 0, 1, 0
LXDHBCTS, 10, 0, 0, 0, 0, 0, 1, 0, 0
68W9UCTS, 11, 1, 0, 0, 0, 0, 1, 0, 0
PEQTMGTS, 10, 0, 0, 0, 0, 0, 1, 0, 0
V2W95HTS, 10, 0, 0, 0, 0, 0, 1, 0, 0
QXMHQLTS, 10, 0, 0, 0, 0, 0, 1, 0, 0
OMUOPMTS, 10, 0, 0, 0, 0, 0, 1, 0, 0
E6Z2GTTS, 18, 0, 0, 0, 0, 0, 1, 1, 0
BG6E4XTS, 10, 0, 0, 0, 0, 0, 1, 0, 0
ZAQCDXTS, 10, 0, 0, 0, 0, 0, 1, 0, 0
U6XAD3US, 18, 0, 0, 0, 0, 0, 1, 1, 0
SC6ZK4US, 20, 0, 0, 0, 0, 0, 2, 0, 0
HJT715US, 25, 0, 0, 0, 0, 0, 1, 1, 1
4BPL58US, 10, 0, 0, 0, 0, 0, 1, 0, 0
631XB9US, 25, 0, 0, 0, 1, 0, 1, 0, 1
1LU9YAUS, 10, 0, 0, 0, 0, 0, 1, 0, 0
KLRPJBUS, 18, 0, 0, 0, 0, 0, 1, 1, 0
ZHAW7CUS, 15, 0, 0, 0, 0, 0, 0, 1, 1
I6ME4DUS, 10, 0, 0, 0, 0, 0, 1, 0, 0
OHJC1EUS, 15, 0, 0, 0, 0, 0, 0, 1, 1
OKL7KHUS, 10, 0, 0, 0, 0, 0, 1, 0, 0
TZO71IUS, 10, 0, 0, 0, 0, 0, 1, 0, 0
21BQHJUS, 10, 0, 0, 0, 0, 0, 1, 0, 0
BTYEUKUS, 10, 0, 0, 0, 0, 0, 1, 0, 0
E6T4VRUS, 16, 0, 0, 0, 1, 0, 0, 1, 0
GOPYPSUS, 10, 0, 0, 0, 0, 0, 1, 0, 0
O3WY9TUS, 10, 0, 0, 0, 0, 0, 1, 0, 0
P3OE4WUS, 10, 0, 0, 0, 0, 0, 1, 0, 0
V5TF9XUS, 18, 0, 0, 0, 0, 0, 1, 1, 0
5OABKYUS, 10, 0, 0, 0, 0, 0, 1, 0, 0
WSYOX2VS, 10, 0, 0, 0, 0, 0, 1, 0, 0
6RN118VS, 10, 0, 0, 0, 0, 0, 1, 0, 0
TC6S9DVS, 10, 0, 0, 1, 0, 0, 0, 0, 0
89SDUFVS, 10, 0, 0, 0, 0, 0, 1, 0, 0
FMA39LVS, 10, 0, 0, 0, 0, 0, 1, 0, 0
A9GJ4MVS, 10, 0, 0, 0, 0, 0, 1, 0, 0
KG4XXMVS, 10, 0, 0, 0, 0, 0, 1, 0, 0
NY71NOVS, 10, 0, 0, 0, 0, 0, 1, 0, 0
R1HC3RVS, 10, 0, 0, 0, 0, 0, 1, 0, 0
FRPTVSVS, 10, 0, 0, 0, 0, 0, 1, 0, 0
PNIYVSVS, 10, 0, 0, 0, 0, 0, 1, 0, 0
BTN42UVS, 10, 0, 0, 0, 0, 0, 1, 0, 0
K8PBOUVS, 18, 0, 0, 0, 0, 0, 1, 1, 0
NEW7IWVS, 30, 0, 0, 0, 0, 0, 3, 0, 0
S61LWYVS, 10, 0, 0, 0, 0, 0, 1, 0, 0
3B9XV1WS, 20, 0, 0, 0, 0, 0, 2, 0, 0
4JAU32WS, 25, 0, 0, 0, 0, 0, 1, 1, 1
DSF9C6WS, 10, 0, 0, 0, 0, 0, 1, 0, 0
19PVD6WS, 10, 0, 0, 0, 0, 0, 1, 0, 0
BY6QK6WS, 19, 1, 0, 0, 0, 0, 1, 1, 0
G1L9V8WS, 20, 0, 0, 0, 0, 0, 2, 0, 0
I6YA4AWS, 11, 1, 0, 0, 0, 0, 1, 0, 0
4CRNCBWS, 10, 0, 0, 0, 0, 0, 1, 0, 0
FV4WQDWS, 10, 0, 0, 0, 0, 0, 1, 0, 0
OFAH4EWS, 10, 0, 0, 0, 0, 0, 1, 0, 0
ND77JFWS, 10, 0, 0, 0, 0, 0, 1, 0, 0
O4EUQGWS, 10, 0, 0, 0, 0, 0, 1, 0, 0
JOA8YIWS, 26, 1, 0, 1, 0, 0, 0, 1, 1
XORWQKWS, 10, 0, 0, 1, 0, 0, 0, 0, 0
HH2SALWS, 10, 0, 0, 0, 0, 0, 1, 0, 0
LZGHTNWS, 20, 0, 0, 0, 0, 0, 2, 0, 0
ISWRKQWS, 12, 1, 1, 0, 0, 0, 1, 0, 0
YUM81UWS, 10, 0, 0, 1, 0, 0, 0, 0, 0
5ENI1VWS, 10, 0, 0, 0, 0, 0, 1, 0, 0
J7WRIZWS, 10, 0, 0, 0, 0, 0, 1, 0, 0
RXQZNZWS, 17, 0, 0, 0, 0, 0, 1, 0, 1
N1JNO2XS, 10, 0, 0, 0, 0, 0, 1, 0, 0
HFKCA8XS, 10, 0, 0, 0, 0, 0, 1, 0, 0
B8FZF8XS, 10, 0, 0, 0, 0, 0, 1, 0, 0
1I9UABXS, 18, 0, 0, 1, 0, 0, 0, 1, 0
VQV7TBXS, 16, 1, 0, 0, 0, 0, 0, 1, 1
EFACFCXS, 11, 1, 0, 0, 0, 0, 1, 0, 0
P4I1QEXS, 10, 0, 0, 0, 0, 0, 1, 0, 0
9S6BTEXS, 10, 0, 0, 0, 0, 0, 1, 0, 0
J8NWQGXS, 10, 0, 0, 0, 0, 0, 1, 0, 0
EI6JLHXS, 10, 0, 0, 0, 0, 0, 1, 0, 0
FU5RBIXS, 18, 0, 0, 0, 0, 0, 1, 1, 0
PR9ZNIXS, 10, 0, 0, 0, 0, 0, 1, 0, 0
JGJPEKXS, 10, 0, 0, 0, 0, 0, 1, 0, 0
4NPKIMXS, 10, 0, 0, 0, 0, 0, 1, 0, 0
UA1DXOXS, 10, 0, 0, 0, 0, 0, 1, 0, 0
J4O27QXS, 10, 0, 0, 0, 0, 0, 1, 0, 0
OVIW2RXS, 11, 1, 0, 0, 0, 0, 1, 0, 0
NCCOKRXS, 20, 0, 0, 0, 0, 0, 2, 0, 0
MZ3GUUXS, 10, 0, 0, 0, 0, 0, 1, 0, 0
KYH7HWXS, 20, 0, 0, 0, 0, 0, 2, 0, 0
L7KVVZXS, 10, 0, 0, 0, 0, 0, 1, 0, 0
GS4FH1YS, 17, 0, 0, 1, 0, 0, 0, 0, 1
1U6KY1YS, 10, 0, 0, 0, 0, 0, 1, 0, 0
BO33F7YS, 18, 0, 0, 0, 0, 0, 1, 1, 0
DVLOJDYS, 10, 0, 0, 0, 0, 0, 1, 0, 0
SOWG4LYS, 10, 0, 0, 1, 0, 0, 0, 0, 0
3LG4RMYS, 15, 0, 0, 0, 0, 0, 0, 1, 1
JF6LSMYS, 10, 0, 0, 0, 0, 0, 1, 0, 0
9UIHBUYS, 11, 1, 0, 0, 0, 0, 1, 0, 0
9YCUEVYS, 15, 0, 0, 0, 0, 0, 0, 1, 1
N4DPQWYS, 10, 0, 0, 0, 0, 0, 1, 0, 0
POZH8XYS, 10, 0, 0, 0, 0, 0, 1, 0, 0
TZVLXXYS, 16, 0, 0, 0, 0, 0, 0, 2, 0
FWWBTZYS, 18, 0, 0, 0, 0, 0, 1, 1, 0
BUS1G2ZS, 11, 1, 0, 0, 0, 0, 1, 0, 0
J7N973ZS, 10, 0, 0, 0, 0, 0, 1, 0, 0
XBB2W4ZS, 18, 0, 0, 0, 0, 0, 1, 1, 0
PMBGH5ZS, 20, 0, 0, 0, 0, 0, 2, 0, 0
5U6ZS7ZS, 10, 0, 0, 0, 0, 0, 1, 0, 0
AJ4M9AZS, 10, 0, 0, 0, 0, 0, 1, 0, 0
J5CDZCZS, 20, 0, 0, 0, 0, 0, 2, 0, 0
8FUS4DZS, 10, 0, 0, 0, 0, 0, 1, 0, 0
GV7T1FZS, 10, 0, 0, 1, 0, 0, 0, 0, 0
6NM48FZS, 10, 0, 0, 0, 0, 0, 1, 0, 0
BM6LQFZS, 10, 0, 0, 0, 0, 0, 1, 0, 0
D5GLCKZS, 10, 0, 0, 0, 0, 0, 1, 0, 0
38QXQKZS, 10, 0, 0, 1, 0, 0, 0, 0, 0
P9CZYKZS, 10, 0, 0, 0, 0, 0, 1, 0, 0
BHFNOLZS, 10, 0, 0, 0, 0, 0, 1, 0, 0
CIHKMQZS, 15, 0, 0, 0, 0, 0, 0, 1, 1
HC9OKRZS, 10, 0, 0, 0, 0, 0, 1, 0, 0
GJJDNRZS, 18, 0, 0, 0, 0, 0, 1, 1, 0
M6M2WTZS, 20, 0, 0, 0, 0, 0, 2, 0, 0
FYKV6VZS, 10, 0, 0, 0, 0, 0, 1, 0, 0
JYCL2XZS, 11, 1, 0, 0, 0, 0, 1, 0, 0
74QS9XZS, 11, 1, 0, 0, 0, 0, 1, 0, 0
9WHOYYZS, 10, 0, 0, 0, 0, 0, 1, 0, 0
NM3M111T, 10, 0, 0, 0, 0, 0, 1, 0, 0
33YH831T, 10, 0, 0, 0, 0, 0, 1, 0, 0
VEOI451T, 10, 0, 0, 0, 0, 0, 1, 0, 0
HQPO171T, 10, 0, 0, 0, 0, 0, 1, 0, 0
